title,link,company,location,description_summary
Desarrollador Python Sr Experiencia en IA // Proyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-sr-experiencia-en-ia--proyectos-bancarios-remoto-para-residentes-en-buenos-aires-en-monserrat-C937C36B65EB76EF61373E686DCF3405#lc=ListOffers-Score6-5,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Ref. 20182: Desarrollador Node JavaScript / Híbrido Palermo CABA,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ref-20182-desarrollador-node-javascript-hibrido-palermo-caba-en-palermo-CBEC3B45BF05425661373E686DCF3405#lc=ListOffers-Score6-6,ADN - Recursos Humanos,"Palermo, Capital Federal",N/A (Not in list view)
Programador Vb6 SQL,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programador-vb6-sql-para-soporte-telefonico-en-san-nicolas-82F8FADC231A370461373E686DCF3405#lc=ListOffers-Score6-7,Soft3am SRL,"San Nicolás, Capital Federal",N/A (Not in list view)
Ref. 20056: Desarrollador Full Stack .Net y React Ssr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ref-20056-desarrollador-full-stack-net-y-react-ssr-villa-urquiza-caba-hibrido-3-al-mes-en-villa-urquiza-ADF0DBD8205A6B2F61373E686DCF3405#lc=ListOffers-Score6-8,ADN - Recursos Humanos,"Villa Urquiza, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-A0A71FDE86A157E261373E686DCF3405#lc=ListOffers-Score6-9,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .NET Front End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-front-end-sr-full-remoto-para-buenos-aires-en-monserrat-3F3A43FC0B0B02A161373E686DCF3405#lc=ListOffers-Score6-10,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .Net Back End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-back-end-sr-remoto-buenos-aires-en-monserrat-BD7734B557E9534761373E686DCF3405#lc=ListOffers-Score6-11,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Machine Learning Sr.,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-machine-learning-sr-remoto-en-monserrat-9A1A15FF168D8D2A61373E686DCF3405#lc=ListOffers-Score6-12,SOLUTIX S.A. [Soluciones de recursos en TI],"Monserrat, Capital Federal",N/A (Not in list view)
Analista Programador Backend NET,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-backend-net-desarrollador-en-palermo-2A0A09C06263154561373E686DCF3405#lc=ListOffers-Score6-13,JOIN SOLUTIONS S.R.L.,"Palermo, Capital Federal",N/A (Not in list view)
Ref. 20137: Analista Programador .NET,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ref-20137-analista-programador-net-presencial-belgrano-caba-en-belgrano-7EA729722DF8B90861373E686DCF3405#lc=ListOffers-Score6-14,ADN - Recursos Humanos,"Belgrano, Capital Federal",N/A (Not in list view)
Desarrollador RPG/400 Sr.,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-rpg400-sr-remoto-en-parque-patricios-D99D4F07139BDF2161373E686DCF3405#lc=ListOffers-Score6-15,SOLUTIX S.A. [Soluciones de RR.HH],"Parque Patricios, Capital Federal",N/A (Not in list view)
Desarrollador .Net,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-con-experiencia-en-palermo-CA4C9F7019C2EE3261373E686DCF3405#lc=ListOffers-Score6-16,PROHOMINE,"Palermo, Capital Federal",N/A (Not in list view)
Desarrollador Python Sr Experiencia en IA // Proyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-sr-experiencia-en-ia--proyectos-bancarios-remoto-para-residentes-en-buenos-aires-en-monserrat-174EFD8E57CADF1C61373E686DCF3405#lc=ListOffers-Score6-17,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador FullStack,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-fullstack-angular-node-js-en-san-nicolas-FC7D31EC0CBEEEC461373E686DCF3405#lc=ListOffers-Score6-18,Teccnología BI,"San Nicolás, Capital Federal",N/A (Not in list view)
Desarrollador Python Sr Experiencia en IA // Proyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-sr-experiencia-en-ia--proyectos-bancarios-remoto-para-residentes-en-buenos-aires-en-monserrat-CF68A8BAD98A0FFE61373E686DCF3405#lc=ListOffers-Score6-19,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Fullstack Developer,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-fullstack-developer-en-retiro-EEDF68B721E1066861373E686DCF3405#lc=ListOffers-Score6-0,FERRE MARIA DEL ROSARIO,"Retiro, Capital Federal",N/A (Not in list view)
Desarrollador .NET Front End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-front-end-sr-full-remoto-para-buenos-aires-en-monserrat-9E766579AAD3071661373E686DCF3405#lc=ListOffers-Score6-1,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python Sr Experiencia en IA // Proyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-sr-experiencia-en-ia--proyectos-bancarios-remoto-para-residentes-en-buenos-aires-en-monserrat-053855B515BBE4CC61373E686DCF3405#lc=ListOffers-Score6-2,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python Sr Experiencia en IA // Proyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-sr-experiencia-en-ia--proyectos-bancarios-remoto-para-residentes-en-buenos-aires-en-monserrat-630B208D605C975861373E686DCF3405#lc=ListOffers-Score6-3,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Full Stack Developer,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-full-stack-developer-back-end-front-end-en-villa-urquiza-BAA6D1B806CB969361373E686DCF3405#lc=ListOffers-Score6-4,JyF Consultoria en RRHH,"Villa Urquiza, Capital Federal",N/A (Not in list view)
Desarrollador Python Sr Experiencia en IA // Proyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-sr-experiencia-en-ia--proyectos-bancarios-remoto-para-residentes-en-buenos-aires-en-monserrat-AFD6C2C8EB35455F61373E686DCF3405#lc=ListOffers-Score6-5,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python Sr Experiencia en IA // Proyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-sr-experiencia-en-ia--proyectos-bancarios-remoto-para-residentes-en-buenos-aires-en-monserrat-E16C9F81EEE26C4B61373E686DCF3405#lc=ListOffers-Score6-6,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Full Stack .NET,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-full-stack-net-en-palermo-3077C530A9E52D3E61373E686DCF3405#lc=ListOffers-Score6-7,Talent Seeker,"Palermo, Capital Federal",N/A (Not in list view)
técnico electrónica,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-electronica-desarrollador-iot-en-villa-crespo-AC7B68CFD2CB3A4561373E686DCF3405#lc=ListOffers-Score6-8,TodoMicro,"Villa Crespo, Capital Federal",N/A (Not in list view)
Desarrollador Fullstack,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-fullstack-en-villa-crespo-7D31D3451DF3A68461373E686DCF3405#lc=ListOffers-Score6-9,TodoMicro,"Villa Crespo, Capital Federal",N/A (Not in list view)
Programador PHP JR+ / Semi Senior,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programador-php-jr-semi-senior-php-y-laravel-en-caballito-3609B46AB3120DD161373E686DCF3405#lc=ListOffers-Score6-10,ZedPlan,"Caballito, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-5804C4FE2AB523AD61373E686DCF3405#lc=ListOffers-Score6-11,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python Sr Experiencia en IA // Proyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-sr-experiencia-en-ia--proyectos-bancarios-remoto-para-residentes-en-buenos-aires-en-monserrat-127779B509AFBE9A61373E686DCF3405#lc=ListOffers-Score6-12,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python Sr Experiencia en IA // Proyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-sr-experiencia-en-ia--proyectos-bancarios-remoto-para-residentes-en-buenos-aires-en-monserrat-5BCB1EF41A27413D61373E686DCF3405#lc=ListOffers-Score6-13,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python Sr Experiencia en IA // Proyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-sr-experiencia-en-ia--proyectos-bancarios-remoto-para-residentes-en-buenos-aires-en-monserrat-A9C2F9EFD3DFFC8761373E686DCF3405#lc=ListOffers-Score6-14,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python Sr Experiencia en IA // Proyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-sr-experiencia-en-ia--proyectos-bancarios-remoto-para-residentes-en-buenos-aires-en-monserrat-4E894668D51EE37D61373E686DCF3405#lc=ListOffers-Score6-15,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python Sr Experiencia en IA // Proyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-sr-experiencia-en-ia--proyectos-bancarios-remoto-para-residentes-en-buenos-aires-en-monserrat-7DF1CDF3510FE1A361373E686DCF3405#lc=ListOffers-Score6-16,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador RPG/400 Sr.,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-rpg400-sr-remoto-en-parque-patricios-D120437C9AE16F7461373E686DCF3405#lc=ListOffers-Score6-17,SOLUTIX S.A. [Soluciones de RR.HH],"Parque Patricios, Capital Federal",N/A (Not in list view)
Desarrollador .Net Back End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-back-end-sr-remoto-buenos-aires-en-monserrat-4CBABF621E1EFC8261373E686DCF3405#lc=ListOffers-Score6-18,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .Net Back End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-back-end-sr-remoto-buenos-aires-en-monserrat-69305EB5E62D84A861373E686DCF3405#lc=ListOffers-Score6-19,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .NET Front End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-front-end-sr-full-remoto-para-buenos-aires-en-monserrat-96168091E02AD63561373E686DCF3405#lc=ListOffers-Score6-0,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .NET Front End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-front-end-sr-full-remoto-para-buenos-aires-en-monserrat-48232792EB0293CA61373E686DCF3405#lc=ListOffers-Score6-1,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python Sr Experiencia en IA // Proyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-sr-experiencia-en-ia--proyectos-bancarios-remoto-para-residentes-en-buenos-aires-en-monserrat-CB5C31781855E29461373E686DCF3405#lc=ListOffers-Score6-2,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-4B0004C9BCF9E61C61373E686DCF3405#lc=ListOffers-Score6-3,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python Sr Experiencia en IA // Proyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-sr-experiencia-en-ia--proyectos-bancarios-remoto-para-residentes-en-buenos-aires-en-monserrat-A3F748B6024EC96F61373E686DCF3405#lc=ListOffers-Score6-4,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python Sr Experiencia en IA // Proyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-sr-experiencia-en-ia--proyectos-bancarios-remoto-para-residentes-en-buenos-aires-en-monserrat-7575F3E975BA08B561373E686DCF3405#lc=ListOffers-Score6-5,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python Sr Experiencia en IA // Proyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-sr-experiencia-en-ia--proyectos-bancarios-remoto-para-residentes-en-buenos-aires-en-monserrat-18A23EEE09374D8561373E686DCF3405#lc=ListOffers-Score6-6,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador RPG/400 Sr.,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-rpg400-sr-remoto-en-parque-patricios-79497AB6CD16180961373E686DCF3405#lc=ListOffers-Score6-7,SOLUTIX S.A. [Soluciones de RR.HH],"Parque Patricios, Capital Federal",N/A (Not in list view)
Desarrollador Python Sr Experiencia en IA // Proyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-sr-experiencia-en-ia--proyectos-bancarios-remoto-para-residentes-en-buenos-aires-en-monserrat-383AE655618B421261373E686DCF3405#lc=ListOffers-Score6-8,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-634FB2DE114C6C7A61373E686DCF3405#lc=ListOffers-Score6-9,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python Sr Experiencia en IA // Proyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-sr-experiencia-en-ia--proyectos-bancarios-remoto-para-residentes-en-buenos-aires-en-monserrat-3BADF909E99A920761373E686DCF3405#lc=ListOffers-Score6-10,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador RPG/400 Sr.,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-rpg400-sr-remoto-en-parque-patricios-ABE4F65F7E0C392161373E686DCF3405#lc=ListOffers-Score6-11,SOLUTIX S.A. [Soluciones de RR.HH],"Parque Patricios, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-5C3F08EFBB40735261373E686DCF3405#lc=ListOffers-Score6-12,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-2DBDA49D3B64622961373E686DCF3405#lc=ListOffers-Score6-13,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-F53FA9CE1A0CACA861373E686DCF3405#lc=ListOffers-Score6-14,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-6F0AFF056DABB75361373E686DCF3405#lc=ListOffers-Score6-15,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-AAE45B1071C47B6B61373E686DCF3405#lc=ListOffers-Score6-16,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-0121C54FB3B425AD61373E686DCF3405#lc=ListOffers-Score6-17,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-02347FC25FBB47BB61373E686DCF3405#lc=ListOffers-Score6-18,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-CAAF08173BE2140961373E686DCF3405#lc=ListOffers-Score6-19,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-E249343D7C7ED2D661373E686DCF3405#lc=ListOffers-Score6-0,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-8E98FB4168A44ACA61373E686DCF3405#lc=ListOffers-Score6-1,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-89C25AEC98AFB78B61373E686DCF3405#lc=ListOffers-Score6-2,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-CB902CC9654F162361373E686DCF3405#lc=ListOffers-Score6-3,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador RPG/400 Sr.,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-rpg400-sr-remoto-en-parque-patricios-1D2259E4C235F37861373E686DCF3405#lc=ListOffers-Score6-4,SOLUTIX S.A. [Soluciones de RR.HH],"Parque Patricios, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-F0A4EE20845292F461373E686DCF3405#lc=ListOffers-Score6-5,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-3FEB89D7A486B2BF61373E686DCF3405#lc=ListOffers-Score6-6,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-F5FBEE171E45DD5B61373E686DCF3405#lc=ListOffers-Score6-7,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-D2AD78B8654346A661373E686DCF3405#lc=ListOffers-Score6-8,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-FA06BF440A65C41661373E686DCF3405#lc=ListOffers-Score6-9,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-7A34DC00BB5B8D5661373E686DCF3405#lc=ListOffers-Score6-10,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-85C9C2C71D90C27161373E686DCF3405#lc=ListOffers-Score6-11,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-C5997A8C1374348F61373E686DCF3405#lc=ListOffers-Score6-12,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-A6D8491C7AD43E6E61373E686DCF3405#lc=ListOffers-Score6-13,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .Net Back End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-back-end-sr-remoto-buenos-aires-en-monserrat-1E66382A8F4BC80A61373E686DCF3405#lc=ListOffers-Score6-14,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .Net Back End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-back-end-sr-remoto-buenos-aires-en-monserrat-1C8C493BFC53048961373E686DCF3405#lc=ListOffers-Score6-15,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .Net Back End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-back-end-sr-remoto-buenos-aires-en-monserrat-5A9A937149B3ADA861373E686DCF3405#lc=ListOffers-Score6-16,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python Sr Experiencia en IA // Proyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-sr-experiencia-en-ia--proyectos-bancarios-remoto-para-residentes-en-buenos-aires-en-monserrat-06DE2A8F7E95766D61373E686DCF3405#lc=ListOffers-Score6-17,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python Sr Experiencia en IA // Proyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-sr-experiencia-en-ia--proyectos-bancarios-remoto-para-residentes-en-buenos-aires-en-monserrat-A08E096F0ED750B761373E686DCF3405#lc=ListOffers-Score6-18,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-C4CC99D027A8CAF261373E686DCF3405#lc=ListOffers-Score6-19,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .Net Back End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-back-end-sr-remoto-buenos-aires-en-monserrat-4D465256D46E941A61373E686DCF3405#lc=ListOffers-Score6-0,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador RPG/400 Sr.,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-rpg400-sr-remoto-en-parque-patricios-9CDF9D45B7DAC8CF61373E686DCF3405#lc=ListOffers-Score6-1,SOLUTIX S.A. [Soluciones de RR.HH],"Parque Patricios, Capital Federal",N/A (Not in list view)
Desarrollador .Net Back End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-back-end-sr-remoto-buenos-aires-en-monserrat-2519E070AC737B3561373E686DCF3405#lc=ListOffers-Score6-2,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
