title,link,company,location,description_summary
Desarrollador .NET Front End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-front-end-sr-full-remoto-para-buenos-aires-en-monserrat-F4977FF675BCC90E61373E686DCF3405#lc=ListOffers-Score6-3,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .Net Back End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-back-end-sr-remoto-buenos-aires-en-monserrat-830CF1A1BE5CA79D61373E686DCF3405#lc=ListOffers-Score6-4,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .NET Front End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-front-end-sr-full-remoto-para-buenos-aires-en-monserrat-DD317D6B0A4E818461373E686DCF3405#lc=ListOffers-Score6-5,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .Net Back End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-back-end-sr-remoto-buenos-aires-en-monserrat-53BCE46B210EED7561373E686DCF3405#lc=ListOffers-Score6-6,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .NET Front End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-front-end-sr-full-remoto-para-buenos-aires-en-monserrat-DE9530297F079B3261373E686DCF3405#lc=ListOffers-Score6-7,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .Net Back End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-back-end-sr-remoto-buenos-aires-en-monserrat-E19EEE0B8C8B92FE61373E686DCF3405#lc=ListOffers-Score6-8,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .NET Front End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-front-end-sr-full-remoto-para-buenos-aires-en-monserrat-0FBAD53D70DA3C8761373E686DCF3405#lc=ListOffers-Score6-9,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .Net Back End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-back-end-sr-remoto-buenos-aires-en-monserrat-015674D234A47D9061373E686DCF3405#lc=ListOffers-Score6-10,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .NET Front End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-front-end-sr-full-remoto-para-buenos-aires-en-monserrat-B1E1A5FB32E39A7161373E686DCF3405#lc=ListOffers-Score6-11,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador RPG/400 Sr.,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-rpg400-sr-remoto-en-parque-patricios-25FF844454A2568A61373E686DCF3405#lc=ListOffers-Score6-12,SOLUTIX S.A. [Soluciones de RR.HH],"Parque Patricios, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-05AA11DCE53FF88461373E686DCF3405#lc=ListOffers-Score6-13,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-EEC59E78A09E5A4361373E686DCF3405#lc=ListOffers-Score6-14,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-849C82A130A15ADC61373E686DCF3405#lc=ListOffers-Score6-15,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-9835BD2BA4AE2D3761373E686DCF3405#lc=ListOffers-Score6-16,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-02B2F803902BE5AA61373E686DCF3405#lc=ListOffers-Score6-17,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-03035D822D2DC5D461373E686DCF3405#lc=ListOffers-Score6-18,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-DD0C18497025E6D461373E686DCF3405#lc=ListOffers-Score6-19,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-98E6A6152740C42161373E686DCF3405#lc=ListOffers-Score6-0,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-A9912BADB7385BF961373E686DCF3405#lc=ListOffers-Score6-1,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-2A78785924629F5E61373E686DCF3405#lc=ListOffers-Score6-2,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-5B5EB174E5D8BB2361373E686DCF3405#lc=ListOffers-Score6-3,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-2A7A659DA1687B1D61373E686DCF3405#lc=ListOffers-Score6-4,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-E188C2D16613BECE61373E686DCF3405#lc=ListOffers-Score6-5,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-7E2E43D42749ADE361373E686DCF3405#lc=ListOffers-Score6-6,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-069FE7EAF1C90BA361373E686DCF3405#lc=ListOffers-Score6-7,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-711DBBBF73A1E7BF61373E686DCF3405#lc=ListOffers-Score6-8,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-416A2B9CD6042B7B61373E686DCF3405#lc=ListOffers-Score6-9,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador RPG/400 Sr.,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-rpg400-sr-remoto-en-parque-patricios-865F9DD1B2FE6F7461373E686DCF3405#lc=ListOffers-Score6-10,SOLUTIX S.A. [Soluciones de RR.HH],"Parque Patricios, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-9C18FD0820438BB361373E686DCF3405#lc=ListOffers-Score6-11,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-6419E7039AC400C461373E686DCF3405#lc=ListOffers-Score6-12,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-A54B93C4AF13121A61373E686DCF3405#lc=ListOffers-Score6-13,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-F87EEA966F90153861373E686DCF3405#lc=ListOffers-Score6-14,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .Net Back End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-back-end-sr-remoto-buenos-aires-en-monserrat-2CD56029B6921D7A61373E686DCF3405#lc=ListOffers-Score6-15,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-655F8CFF91ED1F1161373E686DCF3405#lc=ListOffers-Score6-16,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-2CFB0EA0D64ED2E661373E686DCF3405#lc=ListOffers-Score6-17,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-A5317FF94D72517F61373E686DCF3405#lc=ListOffers-Score6-18,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-57D2FEBA56DB9C8761373E686DCF3405#lc=ListOffers-Score6-19,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-4EC0DA7567C02C6F61373E686DCF3405#lc=ListOffers-Score6-0,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .Net Back End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-back-end-sr-remoto-buenos-aires-en-monserrat-EC8B9B61E9D13BE261373E686DCF3405#lc=ListOffers-Score6-1,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-DF3E7A03BF8142B061373E686DCF3405#lc=ListOffers-Score6-2,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-2D8E35DF97194E9361373E686DCF3405#lc=ListOffers-Score6-3,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-ABE5A408DC95759861373E686DCF3405#lc=ListOffers-Score6-4,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .Net Back End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-back-end-sr-remoto-buenos-aires-en-monserrat-ABFD8D167FD70C4361373E686DCF3405#lc=ListOffers-Score6-5,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador RPG/400 Sr.,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-rpg400-sr-remoto-en-parque-patricios-2077F9F0D51D121361373E686DCF3405#lc=ListOffers-Score6-6,SOLUTIX S.A. [Soluciones de RR.HH],"Parque Patricios, Capital Federal",N/A (Not in list view)
Desarrollador .NET Front End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-front-end-sr-full-remoto-para-buenos-aires-en-monserrat-6C6FD3BF545D90A361373E686DCF3405#lc=ListOffers-Score6-7,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .Net Back End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-back-end-sr-remoto-buenos-aires-en-monserrat-040A441E04562DBB61373E686DCF3405#lc=ListOffers-Score6-8,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-FAF1D147EDB4E40861373E686DCF3405#lc=ListOffers-Score6-9,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-7EBC38FC3169F56361373E686DCF3405#lc=ListOffers-Score6-10,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-A6EF301D09D31B7861373E686DCF3405#lc=ListOffers-Score6-11,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-C454E3A42238223061373E686DCF3405#lc=ListOffers-Score6-12,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .Net Back End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-back-end-sr-remoto-buenos-aires-en-monserrat-B80C3B2769BAB27761373E686DCF3405#lc=ListOffers-Score6-13,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .NET Front End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-front-end-sr-full-remoto-para-buenos-aires-en-monserrat-DE3777D0C53590B761373E686DCF3405#lc=ListOffers-Score6-14,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .Net Back End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-back-end-sr-remoto-buenos-aires-en-monserrat-09B430D87536310361373E686DCF3405#lc=ListOffers-Score6-15,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-722F5E6DE761615161373E686DCF3405#lc=ListOffers-Score6-16,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .NET Front End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-front-end-sr-full-remoto-para-buenos-aires-en-monserrat-83A3B8939A43417061373E686DCF3405#lc=ListOffers-Score6-17,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .Net Back End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-back-end-sr-remoto-buenos-aires-en-monserrat-DBF55B39A1E35DF361373E686DCF3405#lc=ListOffers-Score6-18,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-88A6D69C7F591E2C61373E686DCF3405#lc=ListOffers-Score6-19,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .NET Front End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-front-end-sr-full-remoto-para-buenos-aires-en-monserrat-B2FD000E3AF2527461373E686DCF3405#lc=ListOffers-Score6-0,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .Net Back End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-back-end-sr-remoto-buenos-aires-en-monserrat-7B4C6B8EC8A38E8661373E686DCF3405#lc=ListOffers-Score6-1,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .NET Front End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-front-end-sr-full-remoto-para-buenos-aires-en-monserrat-9FD18B9FC990DCD961373E686DCF3405#lc=ListOffers-Score6-2,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-B7D72D4BB42BC58761373E686DCF3405#lc=ListOffers-Score6-3,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-4C55B229B8420EA561373E686DCF3405#lc=ListOffers-Score6-4,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .NET Front End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-front-end-sr-full-remoto-para-buenos-aires-en-monserrat-5E68FCB6111B8F6E61373E686DCF3405#lc=ListOffers-Score6-5,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador Python y AI Sr // Poyectos Bancarios,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-python-y-ai-sr-poyectos-bancarios-microcentro-caba-en-monserrat-25239C253BE5F50661373E686DCF3405#lc=ListOffers-Score6-6,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .Net Back End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-back-end-sr-remoto-buenos-aires-en-monserrat-FB7A45188D55D9A661373E686DCF3405#lc=ListOffers-Score6-7,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .NET Front End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-front-end-sr-full-remoto-para-buenos-aires-en-monserrat-36E10198CB8FD44161373E686DCF3405#lc=ListOffers-Score6-8,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .Net Back End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-back-end-sr-remoto-buenos-aires-en-monserrat-A1331D6E0CAB781A61373E686DCF3405#lc=ListOffers-Score6-9,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .Net Back End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-back-end-sr-remoto-buenos-aires-en-monserrat-AA8FB48BC3B4D5E661373E686DCF3405#lc=ListOffers-Score6-10,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
Desarrollador .NET Front End Sr,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-front-end-sr-full-remoto-para-buenos-aires-en-monserrat-1BFD80CEA6B2EF9761373E686DCF3405#lc=ListOffers-Score6-11,Kaizen Recursos Humanos,"Monserrat, Capital Federal",N/A (Not in list view)
SailPoint IdentityNow Tester,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-sailpoint-identitynow-tester-en-san-nicolas-53F5100885A527A161373E686DCF3405#lc=ListOffers-Score5-12,C&S informática s.a.,"San Nicolás, Capital Federal",N/A (Not in list view)
Ingeniero de Automatización Senior,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-automatizacion-senior-en-san-nicolas-198474422845D4BE61373E686DCF3405#lc=ListOffers-Score5-13,C&S informática s.a.,"San Nicolás, Capital Federal",N/A (Not in list view)
Ingeniero de Automatización Senior,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-automatizacion-senior-en-san-nicolas-00171B4C1E0CE36561373E686DCF3405#lc=ListOffers-Score5-14,C&S informática s.a.,"San Nicolás, Capital Federal",N/A (Not in list view)
Analista Funcional SR,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-funcional-sr-en-san-nicolas-3F561B29A1350C9C61373E686DCF3405#lc=ListOffers-Score5-15,Provincia NET,"San Nicolás, Capital Federal",N/A (Not in list view)
Arquitecto Especialista en Automatización Senior,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-arquitecto-especialista-en-automatizacion-senior-en-san-nicolas-8D0F7FEF80D7D9C661373E686DCF3405#lc=ListOffers-Score5-16,C&S informática s.a.,"San Nicolás, Capital Federal",N/A (Not in list view)
Devops Openshift,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-devops-openshift-en-retiro-C65C890902120E3A61373E686DCF3405#lc=ListOffers-Score5-17,AMERICA VIRTUAL S.A.,"Retiro, Capital Federal",N/A (Not in list view)
UX Researcher Sr.,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ux-researcher-sr-p-importante-empresa-tech-en-monserrat-84726B38BB86BAC161373E686DCF3405#lc=ListOffers-Score5-18,SOLUTIX S.A. [Soluciones de Recursos en TI],"Monserrat, Capital Federal",N/A (Not in list view)
Administrador de Base de Datos,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-administrador-de-base-de-datos-en-san-nicolas-EBE02E05627210AC61373E686DCF3405#lc=ListOffers-Score5-19,Provincia NET,"San Nicolás, Capital Federal",N/A (Not in list view)
Ref. 19546: Tech Lead,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ref-19546-tech-lead-hibrido-caba-centro-en-san-nicolas-7AC21D7AC2E9914C61373E686DCF3405#lc=ListOffers-Score5-0,ADN - Recursos Humanos,"San Nicolás, Capital Federal",N/A (Not in list view)
Ref. 19325: Java Full Stack,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ref-19325-java-full-stack-remoto-en-recoleta-0DA03C1372729BDF61373E686DCF3405#lc=ListOffers-Score5-1,ADN - Recursos Humanos,"Recoleta, Capital Federal",N/A (Not in list view)
Ref. 20157: Administrador de Sistemas / SysAdmin,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ref-20157-administrador-de-sistemas-sysadmin-hibrido-belgrano-caba-en-belgrano-DAE0353BA160AF8B61373E686DCF3405#lc=ListOffers-Score5-2,ADN - Recursos Humanos,"Belgrano, Capital Federal",N/A (Not in list view)
Ref. 19325: Java Full Stack,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ref-19325-java-full-stack-hibrido-villa-urquiza-caba-en-villa-urquiza-848955B09EAF3E0361373E686DCF3405#lc=ListOffers-Score5-3,ADN - Recursos Humanos,"Villa Urquiza, Capital Federal",N/A (Not in list view)
Ref. 20076: Analista Funcional SR /,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ref-20076-analista-funcional-sr--hibrido-puerto-madero-caba-en-puerto-madero-E6373D3FDBC1623661373E686DCF3405#lc=ListOffers-Score5-4,ADN - Recursos Humanos,"Puerto Madero, Capital Federal",N/A (Not in list view)
